,t # 0
33095,v 20 1
33096,v 21 1
33097,v 22 1
33098,v 23 1
33099,v 24 1
33100,v 25 1
33101,v 26 1
33102,e 0 20 0
33103,e 0 1 0
33104,e 0 15 0
33105,e 1 2 0
33106,e 1 18 0
33107,e 1 3 0
33108,e 1 14 0
33109,e 2 5 0
33110,e 2 3 0
33111,e 2 4 0
33112,e 2 19 0
33113,e 3 5 0
33114,e 3 4 0
33115,e 4 5 0
33116,e 5 6 0
33117,e 5 21 0
33118,e 6 7 0
33119,e 6 8 0
33120,e 6 22 0
33121,e 6 25 0
33122,e 6 21 0
33123,e 7 8 0
33124,e 7 9 0
33125,e 8 10 0
33126,e 8 11 0
33127,e 8 9 0
33128,e 9 10 0
33129,e 9 11 0
33130,e 9 12 0
33131,e 10 11 0
33132,e 10 12 0
33133,e 11 23 0
33134,e 11 12 0
33135,e 12 24 0
33136,e 12 26 0
33137,e 13 16 0
33138,e 13 18 0
33139,e 13 19 0
33140,e 13 20 0
33141,e 13 14 0
33142,e 13 15 0
33143,e 14 18 0
33144,e 14 19 0
33145,e 15 16 0
33146,e 15 18 0
33147,e 15 20 0
33148,e 16 20 0
33149,e 17 24 0
33150,e 17 23 0
33151,e 17 26 0
33152,e 18 19 0
33153,e 18 20 0
33154,e 21 25 0
33155,e 21 22 0
33156,e 22 25 0
33157,e 23 24 0
33158,e 23 26 0
33159,e 24 26 0
33160,t # 345
33161,v 0 0
33162,v 1 0
33163,v 2 0
33164,v 3 0
33165,v 4 0
33166,v 5 0
33167,v 6 0
33168,v 7 0
33169,v 8 0
33170,v 9 0
33171,v 10 0
33172,v 11 0
33173,v 12 0
33174,v 13 0
33175,v 14 0
33176,v 15 0
33177,v 16 0
33178,v 17 1
33179,v 18 1
33180,v 19 1
33181,v 20 1
33182,v 21 1
33183,v 22 1
33184,v 23 1
33185,v 24 1
33186,v 25 1
33187,v 26 1
33188,v 27 1
33189,v 28 1
33190,v 29 1
33191,v 30 1
33192,v 31 1
33193,v 32 1
33194,v 33 1
33195,v 34 1
33196,v 35 1
33197,v 36 1
33198,v 37 1
33199,v 38 1
33200,e 0 1 0
33201,e 0 17 0
33202,e 0 2 0
33203,e 1 2 0
33204,e 1 17 0
33205,e 2 18 0
33206,e 2 17 0
33207,e 2 3 0
33208,e 3 18 0
33209,e 3 19 0
33210,e 4 29 0
33211,e 4 28 0
33212,e 4 27 0
33213,e 5 30 0
33214,e 5 29 0
33215,e 5 6 0
33216,e 6 30 0
33217,e 6 7 0
33218,e 6 31 0
33219,e 7 30 0
33220,e 7 8 0
33221,e 7 31 0
33222,e 8 32 0
33223,e 8 9 0
33224,e 8 31 0
33225,e 9 32 0
33226,e 9 31 0
33227,e 10 11 0
33228,e 10 32 0
33229,e 10 33 0
33230,e 11 12 0
33231,e 11 33 0
33232,e 12 13 0
33233,e 12 33 0
33234,e 13 34 0
33235,e 13 14 0
33236,e 14 34 0
33237,e 14 15 0
33238,e 14 35 0
33239,e 15 16 0
33240,e 15 36 0
33241,e 15 35 0
33242,e 16 37 0
33243,e 16 38 0
33244,e 16 36 0
33245,e 17 18 0
33246,e 19 20 0
33247,e 19 21 0
33248,e 20 22 0
33249,e 20 21 0
33250,e 21 23 0
33251,e 21 22 0
33252,e 22 23 0
33253,e 23 24 0
33254,e 24 25 0
33255,e 24 26 0
33256,e 25 26 0
33257,e 25 27 0
33258,e 26 28 0
33259,e 26 27 0
33260,e 27 28 0
33261,e 29 30 0
33262,e 34 35 0
33263,e 35 36 0
33264,e 36 37 0
33265,e 36 38 0
33266,e 37 38 0
33267,t # 346
33268,v 0 0
33269,v 1 0
33270,v 2 0
33271,v 3 0
33272,v 4 0
33273,v 5 0
33274,v 6 0
33275,v 7 0
33276,v 8 0
33277,v 9 0
33278,v 10 0
33279,v 11 0
33280,v 12 0
33281,v 13 0
33282,v 14 0
33283,v 15 0
33284,v 16 0
33285,v 17 0
33286,v 18 0
33287,v 19 0
33288,v 20 0
33289,v 21 0
33290,v 22 0
33291,v 23 0
33292,v 24 1
33293,v 25 1
33294,v 26 1
33295,v 27 1
33296,v 28 1
33297,v 29 1
33298,v 30 1
33299,v 31 1
33300,v 32 1
33301,v 33 1
33302,v 34 1
33303,v 35 1
33304,v 36 1
33305,v 37 1
33306,v 38 1
33307,v 39 1
33308,v 40 1
33309,v 41 1
33310,e 0 34 0
33311,e 0 25 0
33312,e 0 1 0
33313,e 1 34 0
33314,e 1 25 0
33315,e 1 33 0
33316,e 1 24 0
33317,e 2 24 0
33318,e 2 3 0
33319,e 2 13 0
33320,e 2 33 0
33321,e 2 15 0
33322,e 2 26 0
33323,e 3 36 0
33324,e 3 35 0
33325,e 3 26 0
33326,e 3 27 0
33327,e 4 37 0
33328,e 4 36 0
33329,e 4 5 0
33330,e 4 28 0
33331,e 4 27 0
33332,e 5 37 0
33333,e 5 17 0
33334,e 5 6 0
33335,e 5 28 0
33336,e 6 29 0
33337,e 6 38 0
33338,e 7 8 0
33339,e 7 9 0
33340,e 7 31 0
33341,e 7 40 0
33342,e 8 9 0
33343,e 8 19 0
33344,e 8 31 0
33345,e 9 10 0
33346,e 10 11 0
33347,e 10 32 0
33348,e 10 41 0
33349,e 11 41 0
33350,e 11 23 0
33351,e 11 32 0
33352,e 12 13 0
33353,e 12 34 0
33354,e 12 14 0
33355,e 13 14 0
33356,e 13 34 0
33357,e 13 33 0
33358,e 14 35 0
33359,e 14 33 0
33360,e 14 15 0
33361,e 15 16 0
33362,e 15 36 0
33363,e 15 35 0
33364,e 16 37 0
33365,e 16 18 0
33366,e 16 17 0
33367,e 16 36 0
33368,e 17 37 0
33369,e 17 18 0
33370,e 18 38 0
33371,e 18 19 0
33372,e 19 20 0
33373,e 19 40 0
33374,e 19 21 0
33375,e 20 22 0
33376,e 20 21 0
33377,e 21 23 0
33378,e 21 22 0
33379,e 22 23 0
33380,e 23 41 0
33381,e 24 34 0
33382,e 24 35 0
33383,e 24 25 0
33384,e 24 26 0
33385,e 26 33 0
33386,e 29 30 0
33387,e 29 39 0
33388,e 30 38 0
33389,e 30 40 0
33390,e 30 31 0
33391,e 31 39 0
33392,e 31 40 0
33393,e 32 41 0
33394,e 33 35 0
33395,e 38 39 0
33396,e 39 40 0
33397,t # 347
33398,v 0 0
33399,v 1 0
33400,v 2 0
33401,v 3 0
33402,v 4 0
33403,v 5 0
33404,v 6 0
33405,v 7 0
33406,v 8 0
33407,v 9 0
33408,v 10 0
33409,v 11 0
33410,v 12 0
33411,v 13 0
33412,v 14 0
33413,v 15 0
33414,v 16 0
33415,v 17 0
33416,v 18 0
33417,v 19 0
33418,v 20 0
33419,v 21 0
33420,v 22 0
33421,v 23 0
33422,v 24 1
33423,v 25 1
33424,v 26 1
33425,v 27 1
33426,v 28 1
33427,v 29 1
33428,v 30 1
33429,v 31 1
33430,v 32 1
33431,v 33 1
33432,v 34 1
33433,v 35 1
33434,v 36 1
33435,v 37 1
33436,v 38 1
33437,v 39 1
33438,v 40 1
33439,v 41 1
33440,e 0 34 0
33441,e 0 25 0
33442,e 0 1 0
33443,e 1 34 0
33444,e 1 25 0
33445,e 1 33 0
33446,e 1 24 0
33447,e 2 24 0
33448,e 2 33 0
33449,e 2 3 0
33450,e 2 26 0
33451,e 2 15 0
33452,e 3 36 0
33453,e 3 35 0
33454,e 3 26 0
33455,e 3 27 0
33456,e 4 37 0
33457,e 4 36 0
33458,e 4 5 0
33459,e 4 28 0
33460,e 4 27 0
33461,e 5 37 0
33462,e 5 6 0
33463,e 5 28 0
33464,e 6 29 0
33465,e 6 38 0
33466,e 7 8 0
33467,e 7 9 0
33468,e 7 31 0
33469,e 7 40 0
33470,e 8 9 0
33471,e 8 19 0
33472,e 8 31 0
33473,e 9 10 0
33474,e 10 11 0
33475,e 10 32 0
33476,e 10 41 0
33477,e 11 41 0
33478,e 11 23 0
33479,e 11 32 0
33480,e 12 13 0
33481,e 12 34 0
33482,e 12 14 0
33483,e 13 34 0
33484,e 13 33 0
33485,e 13 15 0
33486,e 13 14 0
33487,e 14 35 0
33488,e 14 33 0
33489,e 14 15 0
33490,e 15 16 0
33491,e 15 35 0
33492,e 15 36 0
33493,e 16 37 0
33494,e 16 18 0
33495,e 16 17 0
33496,e 16 36 0
33497,e 17 37 0
33498,e 17 18 0
33499,e 18 38 0
33500,e 18 19 0
33501,e 19 20 0
33502,e 19 40 0
33503,e 19 21 0
33504,e 20 22 0
33505,e 20 21 0
33506,e 21 23 0
33507,e 21 22 0
33508,e 22 23 0
33509,e 23 41 0
33510,e 24 34 0
33511,e 24 35 0
33512,e 24 25 0
33513,e 24 26 0
33514,e 26 33 0
33515,e 29 30 0
33516,e 29 39 0
33517,e 30 38 0
33518,e 30 40 0
33519,e 30 31 0
33520,e 31 39 0
33521,e 32 41 0
33522,e 33 35 0
33523,e 38 39 0
33524,e 39 40 0
33525,t # 348
33526,v 0 0
33527,v 1 0
33528,v 2 0
33529,v 3 0
33530,v 4 0
33531,v 5 0
33532,v 6 0
33533,v 7 0
33534,v 8 0
33535,v 9 0
33536,v 10 0
33537,v 11 0
33538,v 12 0
33539,v 13 0
33540,v 14 0
33541,v 15 0
33542,v 16 0
33543,v 17 0
33544,v 18 0
33545,v 19 0
33546,v 20 0
33547,v 21 0
33548,v 22 0
33549,v 23 0
33550,v 24 0
33551,v 25 0
33552,v 26 0
33553,v 27 0
33554,v 28 0
33555,v 29 0
33556,v 30 0
33557,v 31 0
33558,v 32 0
33559,v 33 0
33560,v 34 0
33561,v 35 0
33562,v 36 0
33563,v 37 1
33564,v 38 1
33565,v 39 1
33566,v 40 1
33567,v 41 1
33568,v 42 1
33569,v 43 1
33570,v 44 1
33571,v 45 1
33572,v 46 1
33573,v 47 1
33574,v 48 1
33575,v 49 1
33576,v 50 1
33577,v 51 1
33578,v 52 1
33579,v 53 1
33580,v 54 1
33581,v 55 1
33582,v 56 1
33583,v 57 1
33584,v 58 1
33585,v 59 1
33586,v 60 1
33587,v 61 1
33588,v 62 1
33589,v 63 1
33590,e 0 13 0
33591,e 0 1 0
33592,e 1 37 0
33593,e 1 38 0
33594,e 1 14 0
33595,e 2 37 0
33596,e 2 39 0
33597,e 2 3 0
33598,e 3 39 0
33599,e 3 40 0
33600,e 4 30 0
33601,e 4 41 0
33602,e 4 5 0
33603,e 4 40 0
33604,e 5 30 0
33605,e 5 41 0
33606,e 5 6 0
33607,e 6 30 0
33608,e 6 42 0
33609,e 7 20 0
33610,e 7 8 0
33611,e 7 9 0
33612,e 7 44 0
33613,e 8 32 0
33614,e 8 9 0
33615,e 9 10 0
33616,e 10 11 0
33617,e 11 35 0
33618,e 11 36 0
33619,e 11 45 0
33620,e 12 24 0
33621,e 12 47 0
33622,e 12 26 0
33623,e 13 14 0
33624,e 13 46 0
33625,e 13 47 0
33626,e 14 48 0
33627,e 14 46 0
33628,e 14 15 0
33629,e 14 26 0
33630,e 15 16 0
33631,e 15 27 0
33632,e 15 48 0
33633,e 15 49 0
33634,e 16 17 0
33635,e 16 49 0
33636,e 16 50 0
33637,e 17 30 0
33638,e 17 18 0
33639,e 17 50 0
33640,e 18 51 0
33641,e 18 19 0
33642,e 19 20 0
33643,e 19 33 0
33644,e 19 53 0
33645,e 20 34 0
33646,e 20 32 0
33647,e 20 21 0
33648,e 21 33 0
33649,e 21 22 0
33650,e 22 23 0
33651,e 22 36 0
33652,e 23 54 0
33653,e 23 36 0
33654,e 23 35 0
33655,e 24 25 0
33656,e 24 26 0
33657,e 25 56 0
33658,e 25 26 0
33659,e 26 56 0
33660,e 26 55 0
33661,e 27 28 0
33662,e 27 55 0
33663,e 27 57 0
33664,e 28 39 0
33665,e 28 58 0
33666,e 28 57 0
33667,e 28 48 0
33668,e 29 58 0
33669,e 29 49 0
33670,e 29 40 0
33671,e 29 59 0
33672,e 30 31 0
33673,e 30 41 0
33674,e 30 50 0
33675,e 30 59 0
33676,e 31 51 0
33677,e 31 60 0
33678,e 31 42 0
33679,e 32 33 0
33680,e 32 62 0
33681,e 33 34 0
33682,e 34 35 0
33683,e 35 36 0
33684,e 36 63 0
33685,e 37 38 0
33686,e 37 47 0
33687,e 37 56 0
33688,e 37 39 0
33689,e 37 48 0
33690,e 37 57 0
33691,e 39 46 0
33692,e 39 55 0
33693,e 42 43 0
33694,e 43 61 0
33695,e 43 52 0
33696,e 43 62 0
33697,e 43 53 0
33698,e 43 44 0
33699,e 43 51 0
33700,e 43 60 0
33701,e 45 63 0
33702,e 51 52 0
33703,e 52 53 0
33704,e 53 61 0
33705,e 54 63 0
33706,e 60 61 0
33707,e 61 62 0
33708,t # 349
33709,v 0 0
33710,v 1 0
33711,v 2 0
33712,v 3 0
33713,v 4 0
33714,v 5 0
33715,v 6 0
33716,v 7 0
33717,v 8 0
33718,v 9 0
33719,v 10 0
33720,v 11 0
33721,v 12 0
33722,v 13 0
33723,v 14 0
33724,v 15 0
33725,v 16 0
33726,v 17 0
33727,v 18 0
33728,v 19 0
33729,v 20 0
33730,v 21 0
33731,v 22 0
33732,v 23 0
33733,v 24 0
33734,v 25 0
33735,v 26 0
33736,v 27 0
33737,v 28 0
33738,v 29 0
33739,v 30 1
33740,v 31 1
33741,v 32 1
33742,v 33 1
33743,v 34 1
33744,v 35 1
33745,v 36 1
33746,v 37 1
33747,e 0 1 0
33748,e 0 23 0
33749,e 0 2 0
33750,e 1 16 0
33751,e 1 2 0
33752,e 2 3 0
33753,e 2 15 0
33754,e 3 30 0
33755,e 3 16 0
33756,e 3 17 0
33757,e 4 20 0
33758,e 4 18 0
33759,e 4 5 0
33760,e 4 31 0
33761,e 4 21 0
33762,e 5 13 0
33763,e 5 11 0
33764,e 5 6 0
33765,e 5 18 0
33766,e 6 29 0
33767,e 6 28 0
33768,e 7 8 0
33769,e 7 9 0
33770,e 8 24 0
33771,e 8 9 0
33772,e 8 22 0
33773,e 9 10 0
33774,e 9 23 0
33775,e 10 34 0
33776,e 10 32 0
33777,e 10 30 0
33778,e 10 25 0
33779,e 10 17 0
33780,e 11 12 0
33781,e 11 13 0
33782,e 11 33 0
33783,e 11 31 0
33784,e 11 26 0
33785,e 12 13 0
33786,e 12 27 0
33787,e 14 16 0
33788,e 14 15 0
33789,e 15 16 0
33790,e 16 17 0
33791,e 17 34 0
33792,e 18 35 0
33793,e 18 19 0
33794,e 19 20 0
33795,e 19 21 0
33796,e 20 21 0
33797,e 22 24 0
33798,e 22 23 0
33799,e 23 24 0
33800,e 24 25 0
33801,e 25 30 0
33802,e 25 36 0
33803,e 25 32 0
33804,e 26 37 0
33805,e 26 31 0
33806,e 26 27 0
33807,e 27 29 0
33808,e 27 28 0
33809,e 27 31 0
33810,e 28 29 0
33811,e 30 31 0
33812,e 31 37 0
33813,e 32 33 0
33814,e 33 37 0
33815,e 34 35 0
33816,e 35 37 0
33817,e 36 37 0
33818,t # 350
33819,v 0 0
33820,v 1 0
33821,v 2 0
33822,v 3 0
33823,v 4 0
33824,v 5 0
33825,v 6 0
33826,v 7 0
33827,v 8 0
33828,v 9 0
33829,v 10 0
33830,v 11 0
33831,v 12 0
33832,v 13 0
33833,v 14 0
33834,v 15 0
33835,v 16 1
33836,v 17 1
33837,v 18 1
33838,v 19 1
33839,v 20 1
33840,v 21 1
33841,e 0 10 0
33842,e 0 1 0
33843,e 1 2 0
33844,e 1 11 0
33845,e 1 9 0
33846,e 2 10 0
33847,e 2 12 0
33848,e 2 3 0
33849,e 3 16 0
33850,e 3 11 0
33851,e 3 12 0
33852,e 3 4 0
33853,e 4 5 0
33854,e 4 16 0
33855,e 4 18 0
33856,e 5 13 0
33857,e 5 14 0
33858,e 5 17 0
33859,e 5 6 0
33860,e 6 14 0
33861,e 6 7 0
33862,e 6 8 0
33863,e 6 15 0
33864,e 7 13 0
33865,e 7 8 0
33866,e 8 15 0
33867,e 9 10 0
33868,e 10 11 0
33869,e 11 12 0
33870,e 12 19 0
33871,e 13 20 0
33872,e 13 14 0
33873,e 14 15 0
33874,e 16 18 0
33875,e 16 21 0
33876,e 17 18 0
33877,e 17 21 0
33878,e 18 20 0
33879,e 18 19 0
33880,e 18 21 0
33881,e 19 21 0
33882,e 20 21 0
33883,t # 351
33884,v 0 0
33885,v 1 0
33886,v 2 0
33887,v 3 0
33888,v 4 0
33889,v 5 0
33890,v 6 0
33891,v 7 0
33892,v 8 0
33893,e 0 1 0
33894,e 1 2 0
33895,e 2 8 0
33896,e 3 4 0
33897,e 4 5 0
33898,e 5 8 0
33899,e 6 7 0
33900,e 7 8 0
33901,t # 352
33902,v 0 0
33903,v 1 0
33904,v 2 0
33905,v 3 0
33906,v 4 0
33907,v 5 0
33908,v 6 0
33909,v 7 0
33910,v 8 1
33911,v 9 1
33912,v 10 1
33913,v 11 1
33914,v 12 1
33915,v 13 1
33916,v 14 1
33917,v 15 1
33918,v 16 1
33919,v 17 1
33920,v 18 1
33921,v 19 1
33922,v 20 1
33923,v 21 1
33924,v 22 1
33925,v 23 1
33926,v 24 1
33927,v 25 1
33928,e 0 1 0
33929,e 0 8 0
33930,e 0 17 0
33931,e 1 16 0
33932,e 1 17 0
33933,e 2 14 0
33934,e 2 3 0
33935,e 2 4 0
33936,e 2 21 0
33937,e 3 20 0
33938,e 3 15 0
33939,e 3 4 0
33940,e 4 10 0
33941,e 4 15 0
33942,e 5 24 0
33943,e 5 6 0
33944,e 5 22 0
33945,e 6 7 0
33946,e 6 25 0
33947,e 6 23 0
33948,e 7 25 0
33949,e 7 23 0
33950,e 8 16 0
33951,e 8 17 0
33952,e 8 19 0
33953,e 9 10 0
33954,e 9 18 0
33955,e 9 15 0
33956,e 10 18 0
33957,e 10 15 0
33958,e 11 20 0
33959,e 11 15 0
33960,e 11 21 0
33961,e 12 13 0
33962,e 12 16 0
33963,e 12 19 0
33964,e 12 14 0
33965,e 13 14 0
33966,e 13 19 0
33967,e 14 21 0
33968,e 15 20 0
33969,e 15 18 0
33970,e 16 17 0
33971,e 16 19 0
33972,e 17 19 0
33973,e 20 21 0
33974,e 22 24 0
33975,e 22 25 0
33976,e 23 24 0
33977,e 23 25 0
33978,e 24 25 0
33979,t # 353
33980,v 0 0
33981,v 1 0
33982,v 2 0
33983,v 3 0
33984,v 4 0
33985,v 5 0
33986,v 6 0
33987,v 7 0
33988,v 8 0
33989,v 9 0
33990,v 10 0
33991,v 11 1
33992,v 12 1
33993,v 13 1
33994,v 14 1
33995,v 15 1
33996,v 16 1
33997,v 17 1
33998,v 18 1
33999,e 0 1 0
34000,e 0 6 0
34001,e 1 13 0
34002,e 1 2 0
34003,e 1 11 0
34004,e 1 6 0
34005,e 2 13 0
34006,e 2 3 0
34007,e 2 4 0
34008,e 2 14 0
34009,e 3 4 0
34010,e 3 14 0
34011,e 4 10 0
34012,e 4 9 0
34013,e 5 16 0
34014,e 5 11 0
34015,e 5 15 0
34016,e 5 12 0
34017,e 6 7 0
34018,e 6 8 0
34019,e 6 15 0
34020,e 7 13 0
34021,e 7 8 0
34022,e 7 17 0
34023,e 8 18 0
34024,e 8 17 0
34025,e 8 9 0
34026,e 9 10 0
34027,e 9 14 0
34028,e 9 18 0
34029,e 10 18 0
34030,e 11 12 0
34031,e 11 16 0
34032,e 11 13 0
34033,e 11 17 0
34034,e 13 14 0
34035,e 13 15 0
34036,e 13 18 0
34037,e 14 18 0
34038,e 14 17 0
34039,e 15 17 0
34040,e 17 18 0
34041,t # 354
34042,v 0 0
34043,v 1 0
34044,v 2 0
34045,v 3 0
34046,v 4 0
34047,v 5 0
34048,v 6 0
34049,v 7 0
34050,v 8 0
34051,v 9 0
34052,v 10 0
34053,v 11 0
34054,v 12 0
34055,v 13 0
34056,v 14 0
34057,v 15 0
34058,v 16 0
34059,v 17 0
34060,v 18 0
34061,v 19 0
34062,v 20 0
34063,v 21 0
34064,v 22 0
34065,v 23 0
34066,v 24 0
34067,v 25 0
34068,v 26 0
34069,v 27 0
34070,v 28 0
34071,v 29 0
34072,v 30 0
34073,v 31 0
34074,v 32 1
34075,v 33 1
34076,v 34 1
34077,v 35 1
34078,v 36 1
34079,v 37 1
34080,v 38 1
34081,v 39 1
34082,v 40 1
34083,v 41 1
34084,v 42 1
34085,v 43 1
34086,v 44 1
34087,v 45 1
34088,v 46 1
34089,v 47 1
34090,v 48 1
34091,v 49 1
34092,v 50 1
34093,v 51 1
34094,v 52 1
34095,v 53 1
34096,v 54 1
34097,v 55 1
34098,v 56 1
34099,v 57 1
34100,v 58 1
34101,v 59 1
34102,v 60 1
34103,v 61 1
34104,v 62 1
34105,v 63 1
34106,v 64 1
34107,v 65 1
34108,e 0 52 0
34109,e 0 35 0
34110,e 0 43 0
34111,e 1 2 0
34112,e 1 18 0
34113,e 1 33 0
34114,e 2 17 0
34115,e 2 32 0
34116,e 3 20 0
34117,e 3 32 0
34118,e 3 40 0
34119,e 3 4 0
34120,e 4 34 0
34121,e 4 19 0
34122,e 4 21 0
34123,e 5 34 0
34124,e 5 36 0
34125,e 5 42 0
34126,e 6 37 0
34127,e 6 39 0
34128,e 6 48 0
34129,e 6 56 0
34130,e 7 37 0
34131,e 7 63 0
34132,e 7 46 0
34133,e 8 41 0
34134,e 8 43 0
34135,e 8 25 0
34136,e 8 9 0
34137,e 9 10 0
34138,e 9 41 0
34139,e 9 26 0
34140,e 10 25 0
34141,e 10 40 0
34142,e 11 12 0
34143,e 11 40 0
34144,e 11 28 0
34145,e 12 27 0
34146,e 12 42 0
34147,e 13 27 0
34148,e 13 28 0
34149,e 13 44 0
34150,e 13 42 0
34151,e 14 39 0
34152,e 14 48 0
34153,e 14 45 0
34154,e 14 56 0
34155,e 15 63 0
34156,e 15 46 0
34157,e 15 31 0
34158,e 16 52 0
34159,e 16 17 0
34160,e 16 35 0
34161,e 16 50 0
34162,e 17 18 0
34163,e 17 50 0
34164,e 18 49 0
34165,e 19 20 0
34166,e 19 49 0
34167,e 20 51 0
34168,e 21 34 0
34169,e 21 51 0
34170,e 21 53 0
34171,e 22 39 0
34172,e 22 54 0
34173,e 22 56 0
34174,e 23 54 0
34175,e 23 63 0
34176,e 23 46 0
34177,e 24 58 0
34178,e 24 35 0
34179,e 24 60 0
34180,e 25 58 0
34181,e 25 33 0
34182,e 25 26 0
34183,e 26 57 0
34184,e 27 32 0
34185,e 27 28 0
34186,e 27 57 0
34187,e 28 59 0
34188,e 29 61 0
34189,e 29 34 0
34190,e 29 59 0
34191,e 29 42 0
34192,e 30 39 0
34193,e 30 62 0
34194,e 30 65 0
34195,e 30 56 0
34196,e 31 63 0
34197,e 31 46 0
34198,e 33 35 0
34199,e 36 38 0
34200,e 37 62 0
34201,e 37 45 0
34202,e 38 39 0
34203,e 38 55 0
34204,e 39 65 0
34205,e 44 47 0
34206,e 45 63 0
34207,e 45 54 0
34208,e 45 46 0
34209,e 47 48 0
34210,e 47 55 0
34211,e 48 65 0
34212,e 53 55 0
34213,e 54 62 0
34214,e 55 56 0
34215,e 55 64 0
34216,e 56 65 0
34217,e 61 64 0
34218,e 62 63 0
34219,e 64 65 0
34220,t # 355
34221,v 0 0
34222,v 1 0
34223,v 2 0
34224,v 3 0
34225,v 4 0
34226,v 5 0
34227,v 6 0
34228,v 7 0
34229,v 8 0
34230,v 9 1
34231,v 10 1
34232,v 11 1
34233,v 12 1
34234,v 13 1
34235,v 14 1
34236,v 15 1
34237,v 16 1
34238,v 17 1
34239,v 18 1
34240,v 19 1
34241,v 20 1
34242,v 21 1
34243,v 22 1
34244,v 23 1
34245,v 24 1
34246,v 25 1
34247,v 26 1
34248,e 0 1 0
34249,e 0 18 0
34250,e 0 9 0
34251,e 1 18 0
34252,e 1 17 0
34253,e 2 15 0
34254,e 2 3 0
34255,e 2 4 0
34256,e 2 22 0
34257,e 3 16 0
34258,e 3 21 0
34259,e 3 4 0
34260,e 4 16 0
34261,e 4 11 0
34262,e 5 7 0
34263,e 5 23 0
34264,e 5 6 0
34265,e 6 7 0
34266,e 6 8 0
34267,e 6 24 0
34268,e 6 25 0
34269,e 6 23 0
34270,e 6 26 0
34271,e 7 8 0
34272,e 7 26 0
34273,e 7 24 0
34274,e 8 25 0
34275,e 9 20 0
34276,e 9 18 0
34277,e 9 17 0
34278,e 10 16 0
34279,e 10 11 0
34280,e 10 19 0
34281,e 11 16 0
34282,e 11 19 0
34283,e 12 16 0
34284,e 12 22 0
34285,e 12 21 0
34286,e 13 20 0
34287,e 13 14 0
34288,e 13 17 0
34289,e 13 15 0
34290,e 14 20 0
34291,e 14 15 0
34292,e 15 22 0
34293,e 16 19 0
34294,e 16 21 0
34295,e 17 18 0
34296,e 17 20 0
34297,e 18 20 0
34298,e 21 22 0
34299,e 23 26 0
34300,e 23 24 0
34301,e 24 25 0
34302,e 24 26 0
34303,e 25 26 0
34304,t # 356
34305,v 0 0
34306,v 1 0
34307,v 2 0
34308,v 3 0
34309,v 4 0
34310,v 5 0
34311,v 6 0
34312,v 7 0
34313,v 8 0
34314,v 9 0
34315,v 10 1
34316,v 11 1
34317,v 12 1
34318,v 13 1
34319,v 14 1
34320,v 15 1
34321,v 16 1
34322,v 17 1
34323,v 18 1
34324,v 19 1
34325,v 20 1
34326,v 21 1
34327,v 22 1
34328,v 23 1
34329,v 24 1
34330,v 25 1
34331,v 26 1
34332,v 27 1
34333,v 28 1
34334,v 29 1
34335,v 30 1
34336,v 31 1
34337,v 32 1
34338,v 33 1
34339,e 0 1 0
34340,e 0 6 0
34341,e 1 10 0
34342,e 1 11 0
34343,e 1 5 0
34344,e 2 13 0
34345,e 2 16 0
34346,e 2 28 0
34347,e 3 29 0
34348,e 3 24 0
34349,e 3 12 0
34350,e 3 17 0
34351,e 4 9 0
34352,e 4 12 0
34353,e 4 19 0
34354,e 4 31 0
34355,e 5 10 0
34356,e 5 6 0
34357,e 5 22 0
34358,e 6 23 0
34359,e 7 13 0
34360,e 7 16 0
34361,e 7 25 0
34362,e 7 28 0
34363,e 8 29 0
34364,e 8 24 0
34365,e 8 17 0
34366,e 9 24 0
34367,e 9 31 0
34368,e 9 19 0
34369,e 10 33 0
34370,e 10 21 0
34371,e 11 30 0
34372,e 11 18 0
34373,e 11 23 0
34374,e 12 31 0
34375,e 12 19 0
34376,e 13 14 0
34377,e 13 26 0
34378,e 14 25 0
34379,e 14 15 0
34380,e 15 30 0
34381,e 15 18 0
34382,e 16 29 0
34383,e 16 17 0
34384,e 17 28 0
34385,e 18 23 0
34386,e 18 27 0
34387,e 19 24 0
34388,e 19 20 0
34389,e 19 32 0
34390,e 20 31 0
34391,e 21 33 0
34392,e 21 22 0
34393,e 22 33 0
34394,e 23 30 0
34395,e 24 31 0
34396,e 25 26 0
34397,e 26 27 0
34398,e 27 30 0
34399,e 28 29 0
34400,e 31 32 0
34401,t # 357
34402,v 0 0
34403,v 1 0
34404,v 2 0
34405,v 3 0
34406,v 4 0
34407,v 5 0
34408,v 6 0
34409,v 7 0
34410,v 8 0
34411,v 9 0
34412,v 10 0
34413,v 11 0
34414,v 12 0
34415,v 13 0
34416,v 14 0
34417,v 15 0
34418,v 16 0
34419,v 17 0
34420,v 18 1
34421,v 19 1
34422,v 20 1
34423,v 21 1
34424,v 22 1
34425,v 23 1
34426,v 24 1
34427,v 25 1
34428,v 26 1
34429,v 27 1
34430,e 0 20 0
34431,e 0 18 0
34432,e 0 23 0
34433,e 0 25 0
34434,e 1 11 0
34435,e 1 3 0
34436,e 1 2 0
34437,e 1 23 0
34438,e 1 18 0
34439,e 1 9 0
34440,e 2 18 0
34441,e 2 3 0
34442,e 3 19 0
34443,e 4 24 0
34444,e 4 21 0
34445,e 4 5 0
34446,e 4 19 0
34447,e 4 26 0
34448,e 5 24 0
34449,e 5 19 0
34450,e 5 26 0
34451,e 5 21 0
34452,e 6 16 0
34453,e 6 7 0
